Current Step,Time Remaining,Expect,External Temp,Chamber Temp,Time,
0,999,25,0,0,0,0
0,999,25,25.2,0,5,0.1
0,999,25,23.5,0,21,0.4
0,999,25,23.1,0,38,0.6
0,999,25,23.3,0,54,0.9
0,999,25,23.7,0,71,1.2
0,999,25,23.8,0,87,1.5
0,999,25,24,0,104,1.7
0,999,25,23.8,0,120,2
0,999,25,24,0,137,2.3
0,999,25,23.9,0,153,2.6
0,999,25,24.1,0,170,2.8
0,999,25,24.2,0,186,3.1
0,999,25,24.3,0,203,3.4
0,999,25,24.3,0,219,3.7
0,999,25,24.2,0,236,3.9
0,999,25,24.2,0,252,4.2
0,999,25,24.3,0,269,4.5
0,999,25,24.3,0,285,4.8
0,999,26.5,24.7,0,302,5
0,999,28,25.5,0,319,5.3
0,999,29.4,27,0,335,5.6
0,999,30.8,28.3,0,352,5.9
0,999,32.1,29.7,0,368,6.1
0,999,33.4,31.3,0,385,6.4
0,999,34.9,32.7,0,401,6.7
0,999,36.2,34.2,0,418,7
0,999,37.6,35.9,0,434,7.2
0,999,39,37.2,0,451,7.5
0,999,40.3,38.7,0,467,7.8
0,999,41.7,40,0,484,8.1
0,999,43.1,41.2,0,500,8.3
0,999,44.4,42.4,0,517,8.6
0,999,45.8,43.6,0,533,8.9
0,999,47.1,44.6,0,550,9.2
0,999,48.6,45.7,0,566,9.4
0,999,50,46.8,0,583,9.7
0,999,50,47.7,0,599,10
0,999,50,48.7,0,616,10.3
0,999,50,49.3,0,632,10.5
0,999,50,49.8,0,649,10.8
0,999,50,50.1,0,666,11.1
0,999,50,50.3,0,682,11.4
0,999,50,50.3,0,699,11.7
0,999,50,50.4,0,715,11.9
0,999,50,50.4,0,732,12.2
0,999,50,50.4,0,748,12.5
0,999,50,50.3,0,765,12.8
0,999,50,50.2,0,781,13
0,999,50,50.2,0,798,13.3
0,999,50,50,0,814,13.6
0,999,50,50.1,0,831,13.9
0,999,50,49.9,0,847,14.1
0,999,50,49.8,0,864,14.4
0,999,50,49.6,0,880,14.7
0,999,50,49.6,0,897,15
0,999,50,49.6,0,913,15.2
0,999,50,49.4,0,930,15.5
0,999,50,49.3,0,946,15.8
0,999,50,49.3,0,963,16.1
0,999,50,49.3,0,979,16.3
0,999,50,49.3,0,996,16.6
0,999,50,49.3,0,1013,16.9
0,999,50,49.3,0,1029,17.2
0,999,50,49.3,0,1046,17.4
0,999,50,49.2,0,1062,17.7
0,999,50,49.1,0,1079,18
0,999,50,49.1,0,1095,18.3
0,999,50,49.2,0,1112,18.5
0,999,50,49.2,0,1128,18.8
0,999,50,49.2,0,1145,19.1
0,999,50,49.1,0,1161,19.4
0,999,50,48.8,0,1178,19.6
0,999,50,48.8,0,1194,19.9
0,999,50,49.1,0,1211,20.2
0,999,50,48.7,0,1227,20.5
0,999,50,48.8,0,1244,20.7
0,999,50,49,0,1260,21
0,999,50,48.8,0,1277,21.3
0,999,50,48.8,0,1293,21.6
0,999,50,48.7,0,1310,21.8
0,999,50,48.7,0,1327,22.1
0,999,50,48.7,0,1343,22.4
0,999,50,48.7,0,1360,22.7
0,999,50,48.8,0,1376,22.9
0,999,50,48.9,0,1393,23.2
0,999,50,49,0,1409,23.5
0,999,50,49,0,1426,23.8
0,999,50,48.9,0,1442,24
0,999,50,48.8,0,1459,24.3
0,999,50,48.7,0,1475,24.6
0,999,48.5,48.8,0,1492,24.9
0,999,46.7,47.7,0,1508,25.1
0,999,45.1,46.5,0,1525,25.4
0,999,43.7,45.7,0,1541,25.7
0,999,42.3,45.1,0,1558,26
0,999,41.1,44.5,0,1574,26.2
0,999,39.8,43.9,0,1591,26.5
0,999,38.3,43.2,0,1607,26.8
0,999,37,42.7,0,1624,27.1
0,999,35.6,42.1,0,1640,27.3
0,999,34.5,41.4,0,1657,27.6
0,999,33.2,40.8,0,1674,27.9
0,999,32,40.4,0,1690,28.2
0,999,31,39.8,0,1707,28.5
0,999,30,39.5,0,1723,28.7
0,999,29,38.9,0,1740,29
0,999,28,38.6,0,1756,29.3
0,999,27.2,38.4,0,1773,29.6
0,999,26.3,38.2,0,1789,29.8
0,999,25.4,36.7,0,1806,30.1
0,999,24.3,34.4,0,1822,30.4
0,999,23.7,32,0,1839,30.7
0,999,22.8,29.9,0,1855,30.9
0,999,22.1,27.9,0,1872,31.2
0,999,21.4,26.6,0,1888,31.5
0,999,20.7,25,0,1905,31.8
0,999,20,23.8,0,1921,32
0,999,19.3,22.4,0,1938,32.3
0,999,18.4,21.1,0,1954,32.6
0,999,17.8,20.2,0,1971,32.9
0,999,17.2,19,0,1988,33.1
0,999,16.4,17.9,0,2004,33.4
0,999,15.8,16.2,0,2021,33.7
0,999,15,15.3,0,2037,34
0,999,14.3,14.4,0,2054,34.2
0,999,13.4,13.4,0,2070,34.5
0,999,12.8,12.8,0,2087,34.8
0,999,12.2,12.3,0,2103,35.1
0,999,11.8,11.3,0,2120,35.3
0,999,11.3,10.6,0,2136,35.6
0,999,10.9,10.1,0,2153,35.9
0,999,10.5,9.5,0,2169,36.2
0,999,10.3,9,0,2186,36.4
0,999,10,8.1,0,2202,36.7
0,999,9.2,7.6,0,2219,37
0,999,8.6,7.2,0,2235,37.3
0,999,8,7.2,0,2252,37.5
0,999,7.3,6.8,0,2268,37.8
0,999,6.8,6.3,0,2285,38.1
0,999,6.3,6,0,2301,38.4
0,999,5.9,5.4,0,2318,38.6
0,999,5.4,5.1,0,2335,38.9
0,999,5,4.8,0,2351,39.2
0,999,4.5,4.5,0,2368,39.5
0,999,4.2,4.2,0,2384,39.7
0,999,3.6,3.8,0,2401,40
0,999,3.3,3.3,0,2417,40.3
0,999,2.8,2.7,0,2434,40.6
0,999,2.3,2.3,0,2450,40.8
0,999,1.9,2.3,0,2467,41.1
0,999,1.5,1.9,0,2483,41.4
0,999,1,1.4,0,2500,41.7
0,999,0.6,1.1,0,2516,41.9
0,999,0.2,0.8,0,2533,42.2
0,999,0,0.1,0,2549,42.5
0,999,-0.2,-0.2,0,2566,42.8
0,999,-0.6,-0.6,0,2582,43
0,999,-0.9,-0.9,0,2599,43.3
0,999,-1.1,-1.1,0,2615,43.6
0,999,-1.8,-1.8,0,2632,43.9
0,999,-2.1,-2.1,0,2648,44.1
0,999,-2.4,-2.4,0,2665,44.4
0,999,-2.8,-3.1,0,2682,44.7
0,999,-3.2,-3.2,0,2698,45
0,999,-3.6,-3.7,0,2715,45.3
0,999,-4,-4.1,0,2731,45.5
0,999,-4.4,-4.6,0,2748,45.8
0,999,-4.8,-5.1,0,2764,46.1
0,999,-4.9,-5.3,0,2781,46.4
0,999,-5,-5.6,0,2797,46.6
0,999,-5,-6,0,2814,46.9
0,999,-5,-5.7,0,2830,47.2
0,999,-5,-5.7,0,2847,47.5
0,999,-5,-5.8,0,2863,47.7
0,999,-5,-6,0,2880,48
0,999,-5,-6,0,2896,48.3
0,999,-5,-5.7,0,2913,48.6
0,999,-5,-5.7,0,2929,48.8
0,999,-5,-6,0,2946,49.1
0,999,-5,-5.6,0,2962,49.4
0,999,-5,-5.7,0,2979,49.7
0,999,-5,-5.7,0,2996,49.9
0,999,-5,-5.5,0,3012,50.2
0,999,-5,-5.4,0,3029,50.5
0,999,-5,-5.4,0,3045,50.8
0,999,-5,-5.5,0,3062,51
0,999,-5,-5.5,0,3078,51.3
0,999,-5,-5.2,0,3095,51.6
0,999,-5,-5.4,0,3111,51.9
0,999,-5,-5.5,0,3128,52.1
0,999,-5,-5.4,0,3144,52.4
0,999,-5,-5.1,0,3161,52.7
0,999,-5,-5.1,0,3177,53
0,999,-5,-5.3,0,3194,53.2
0,999,-5,-5.1,0,3210,53.5
0,999,-5,-5,0,3227,53.8
0,999,-5,-5,0,3243,54.1
0,999,-5,-5.2,0,3260,54.3
0,999,-5,-5,0,3276,54.6
0,999,-5,-5.1,0,3293,54.9
0,999,-5,-5.1,0,3309,55.2
0,999,-5,-5.1,0,3326,55.4
0,999,-5,-5,0,3343,55.7
0,999,-5,-5,0,3359,56
0,999,-5,-5.2,0,3376,56.3
0,999,-5,-5.1,0,3392,56.5
0,999,-5,-5.1,0,3409,56.8
0,999,-5,-5.1,0,3425,57.1
0,999,-5,-5.1,0,3442,57.4
0,999,-5,-5.1,0,3458,57.6
0,999,-5,-5.1,0,3475,57.9
0,999,-5,-5.2,0,3491,58.2
0,999,-5,-5.2,0,3508,58.5
0,999,-5,-5.2,0,3524,58.7
0,999,-5,-5.1,0,3541,59
0,999,-5,-5.1,0,3557,59.3
0,999,-5,-5.1,0,3574,59.6
0,999,-5,-5.1,0,3590,59.8
0,999,-5,-4.9,0,3607,60.1
0,999,-5,-5.1,0,3623,60.4
0,999,-5,-5.2,0,3640,60.7
0,999,-5,-5.1,0,3656,60.9
0,999,-5,-5.2,0,3673,61.2
0,999,-5,-5.1,0,3690,61.5
0,999,-4,-4.4,0,3706,61.8
0,999,-3.1,-2.6,0,3723,62.1
0,999,-2,-1.1,0,3739,62.3
0,999,-0.7,0.3,0,3756,62.6
0,999,0.5,1.6,0,3772,62.9
0,999,1.8,3.1,0,3789,63.2
0,999,3.3,4.4,0,3805,63.4
0,999,4.7,5.9,0,3822,63.7
0,999,6.3,7.4,0,3838,64
0,999,7.8,8.9,0,3855,64.3
0,999,9.2,10.5,0,3871,64.5
0,999,10.7,12,0,3888,64.8
0,999,11.9,13.4,0,3904,65.1
0,999,13.2,14.9,0,3921,65.4
0,999,14.5,16.1,0,3937,65.6
0,999,15.8,17.4,0,3954,65.9
0,999,17.1,18.7,0,3970,66.2
0,999,18.6,20,0,3987,66.5
0,999,19.7,21.1,0,4004,66.7
0,999,20.7,22.2,0,4020,67
0,999,22.3,23.3,0,4037,67.3
0,999,23.7,24.2,0,4053,67.6
0,999,24.7,25.3,0,4070,67.8
0,999,26,26.4,0,4086,68.1
0,999,27.5,27.5,0,4103,68.4
0,999,28.7,28.6,0,4119,68.7
0,999,29.8,29.8,0,4136,68.9
0,999,30.5,30.7,0,4152,69.2
0,999,31.8,31.8,0,4169,69.5
0,999,33.1,32.8,0,4185,69.8
0,999,34.4,34.1,0,4202,70
0,999,35.9,35.6,0,4218,70.3
0,999,37.1,37,0,4235,70.6
0,999,38.2,38.2,0,4251,70.9
0,999,39.1,39.3,0,4268,71.1
0,999,40.1,40.5,0,4284,71.4
0,999,41.2,41.8,0,4301,71.7
0,999,42.6,43.1,0,4317,72
0,999,44,44.4,0,4334,72.2
0,999,45.3,45.7,0,4351,72.5
0,999,46.5,47,0,4367,72.8
0,999,47.9,48.4,0,4384,73.1
0,999,49.1,49.6,0,4400,73.3
0,999,50,50.2,0,4417,73.6
0,999,50,50.4,0,4433,73.9
0,999,50,50.5,0,4450,74.2
0,999,50,50.5,0,4466,74.4
0,999,50,50.6,0,4483,74.7
0,999,50,50.6,0,4499,75
0,999,50,50.6,0,4516,75.3
0,999,50,50.6,0,4532,75.5
0,999,50,50.7,0,4549,75.8
0,999,50,50.6,0,4565,76.1
0,999,50,50.3,0,4582,76.4
0,999,50,50.2,0,4598,76.6
0,999,50,50.2,0,4615,76.9
0,999,50,50.1,0,4631,77.2
0,999,50,50.1,0,4648,77.5
0,999,50,49.8,0,4664,77.7
0,999,50,49.8,0,4681,78
0,999,50,49.7,0,4698,78.3
0,999,50,49.6,0,4714,78.6
0,999,50,49.5,0,4731,78.9
0,999,50,49.3,0,4747,79.1
0,999,50,49.5,0,4764,79.4
0,999,50,49.3,0,4780,79.7
0,999,50,49.3,0,4797,80
0,999,50,49.2,0,4813,80.2
0,999,50,49.2,0,4830,80.5
0,999,50,49.2,0,4846,80.8
0,999,50,49.3,0,4863,81.1
0,999,50,49.2,0,4879,81.3
0,999,50,49.2,0,4896,81.6
0,999,50,49.2,0,4912,81.9
0,999,50,49.1,0,4929,82.2
0,999,50,49,0,4945,82.4
0,999,50,49,0,4962,82.7
0,999,50,49,0,4978,83
0,999,50,49.1,0,4995,83.3
0,999,50,49.1,0,5011,83.5
0,999,50,48.8,0,5028,83.8
0,999,50,48.8,0,5045,84.1
0,999,50,48.8,0,5061,84.4
0,999,50,48.9,0,5078,84.6
0,999,50,48.8,0,5094,84.9
0,999,50,48.9,0,5111,85.2
0,999,50,48.9,0,5127,85.5
0,999,50,48.8,0,5144,85.7
0,999,50,48.9,0,5160,86
0,999,50,48.9,0,5177,86.3
0,999,50,48.8,0,5193,86.6
0,999,50,49.1,0,5210,86.8
0,999,50,48.9,0,5226,87.1
0,999,50,48.9,0,5243,87.4
0,999,50,48.1,0,5259,87.7
0,999,48.5,46.9,0,5276,87.9
0,999,46.7,45.9,0,5292,88.2
0,999,45.1,45.1,0,5309,88.5
0,999,43.7,44.6,0,5325,88.8
0,999,42.3,44,0,5342,89
0,999,41.1,43.2,0,5359,89.3
0,999,39.8,42.5,0,5375,89.6
0,999,38.3,42,0,5392,89.9
0,999,37,41.2,0,5408,90.1
0,999,35.6,40.5,0,5425,90.4
0,999,34.5,39.7,0,5441,90.7
0,999,33.2,39.1,0,5458,91
0,999,32,38.7,0,5474,91.2
0,999,31,38.2,0,5491,91.5
0,999,30,37.8,0,5507,91.8
0,999,29,37.6,0,5524,92.1
0,999,28,37.3,0,5540,92.3
0,999,27.2,36.6,0,5557,92.6
0,999,26.3,34.9,0,5573,92.9
0,999,25.4,33.2,0,5590,93.2
0,999,24.3,31.2,0,5606,93.4
0,999,23.7,29.1,0,5623,93.7
0,999,22.8,27.6,0,5640,94
0,999,22.1,26,0,5656,94.3
0,999,21.4,24.2,0,5673,94.6
0,999,20.7,23,0,5689,94.8
0,999,20,21.4,0,5706,95.1
0,999,19.3,20.1,0,5722,95.4
0,999,18.4,19.2,0,5739,95.7
0,999,17.8,17.9,0,5755,95.9
0,999,17.2,16.6,0,5772,96.2
0,999,16.4,15.6,0,5788,96.5
0,999,15.8,14.2,0,5805,96.8
0,999,15,13.6,0,5821,97
0,999,14.3,12.7,0,5838,97.3
0,999,13.4,12.5,0,5854,97.6
0,999,12.8,11.6,0,5871,97.9
0,999,12.2,11.2,0,5887,98.1
0,999,11.8,10.5,0,5904,98.4
0,999,11.3,9.5,0,5920,98.7
0,999,10.9,9.3,0,5937,99
0,999,10.5,8.3,0,5953,99.2
0,999,10.3,7.8,0,5970,99.5
0,999,10,7.7,0,5987,99.8
0,999,9.2,7.2,0,6003,100.1
0,999,8.6,6.8,0,6020,100.3
0,999,8,6.5,0,6036,100.6
0,999,7.3,6,0,6053,100.9
0,999,6.8,5.7,0,6069,101.2
0,999,6.3,5.5,0,6086,101.4
0,999,5.9,5.3,0,6102,101.7
0,999,5.4,4.9,0,6119,102
0,999,5,4.3,0,6135,102.3
0,999,4.5,3.9,0,6152,102.5
0,999,4.2,3.7,0,6168,102.8
0,999,3.6,3.2,0,6185,103.1
0,999,3.3,2.7,0,6201,103.4
0,999,2.8,2.4,0,6218,103.6
0,999,2.3,2,0,6234,103.9
0,999,1.9,1.7,0,6251,104.2
0,999,1.5,1.2,0,6267,104.5
0,999,1,1.1,0,6284,104.7
0,999,0.6,0.7,0,6300,105
0,999,0.2,0,0,6317,105.3
0,999,0,-0.3,0,6334,105.6
0,999,-0.2,-0.6,0,6350,105.8
0,999,-0.6,-1.1,0,6367,106.1
0,999,-0.9,-1.2,0,6383,106.4
0,999,-1.1,-1.7,0,6400,106.7
0,999,-1.8,-2.2,0,6416,106.9
0,999,-2.1,-2.7,0,6433,107.2
0,999,-2.4,-3.1,0,6449,107.5
0,999,-2.8,-3.3,0,6466,107.8
0,999,-3.2,-3.8,0,6482,108
0,999,-3.6,-4.1,0,6499,108.3
0,999,-4,-4.7,0,6515,108.6
0,999,-4.4,-4.9,0,6532,108.9
0,999,-4.8,-5.2,0,6548,109.1
0,999,-4.9,-5.5,0,6565,109.4
0,999,-5,-5.8,0,6581,109.7
0,999,-5,-5.5,0,6598,110
0,999,-5,-5.5,0,6614,110.2
0,999,-5,-5.5,0,6631,110.5
0,999,-5,-5.5,0,6647,110.8
0,999,-5,-5.6,0,6664,111.1
0,999,-5,-5.5,0,6681,111.4
0,999,-5,-5.6,0,6697,111.6
0,999,-5,-5.5,0,6714,111.9
0,999,-5,-5.6,0,6730,112.2
0,999,-5,-5.4,0,6747,112.5
0,999,-5,-5.5,0,6763,112.7
0,999,-5,-5.5,0,6780,113
0,999,-5,-5.2,0,6796,113.3
0,999,-5,-5,0,6813,113.6
0,999,-5,-5.2,0,6830,113.8
0,999,-5,-5.3,0,6846,114.1
0,999,-5,-5.2,0,6863,114.4
0,999,-5,-5.2,0,6879,114.7
0,999,-5,-5.2,0,6896,114.9
0,999,-5,-5.2,0,6912,115.2
0,999,-5,-5.1,0,6929,115.5
0,999,-5,-5,0,6945,115.8
0,999,-5,-4.9,0,6962,116
0,999,-5,-5,0,6978,116.3
0,999,-5,-5.1,0,6995,116.6
0,999,-5,-5.1,0,7011,116.9
0,999,-5,-5,0,7028,117.1
0,999,-5,-5,0,7044,117.4
0,999,-5,-4.8,0,7061,117.7
0,999,-5,-4.8,0,7077,118
0,999,-5,-4.8,0,7094,118.2
0,999,-5,-4.8,0,7110,118.5
0,999,-5,-5,0,7127,118.8
0,999,-5,-5.1,0,7144,119.1
0,999,-5,-5,0,7160,119.3
0,999,-5,-5,0,7177,119.6
0,999,-5,-5,0,7193,119.9
0,999,-5,-5,0,7210,120.2
0,999,-5,-4.9,0,7226,120.4
0,999,-5,-4.9,0,7243,120.7
0,999,-5,-4.8,0,7259,121
0,999,-5,-4.9,0,7276,121.3
0,999,-5,-4.9,0,7292,121.5
0,999,-5,-4.9,0,7309,121.8
0,999,-5,-5,0,7325,122.1
0,999,-5,-4.9,0,7342,122.4
0,999,-5,-4.9,0,7358,122.6
0,999,-5,-4.9,0,7375,122.9
0,999,-5,-4.9,0,7391,123.2
0,999,-5,-4.8,0,7408,123.5
0,999,-5,-4.9,0,7424,123.7
0,999,-5,-4.9,0,7441,124
0,999,-5,-4.3,0,7458,124.3
0,999,-5,-2.3,0,7474,124.6
0,999,-4,-0.7,0,7491,124.9
0,999,-3.1,0.5,0,7507,125.1
0,999,-2.3,1.8,0,7524,125.4
0,999,-0.7,3.3,0,7540,125.7
0,999,0.5,4.7,0,7557,126
0,999,1.8,6.3,0,7573,126.2
0,999,3.3,7.8,0,7590,126.5
0,999,4.7,9.2,0,7606,126.8
0,999,6.3,10.7,0,7623,127.1
0,999,7.8,12.1,0,7639,127.3
0,999,9.2,13.5,0,7656,127.6
0,999,10.7,14.9,0,7672,127.9
0,999,11.9,16.1,0,7689,128.2
0,999,13.2,17.3,0,7705,128.4
0,999,14.5,18.6,0,7722,128.7
0,999,15.8,19.7,0,7738,129
0,999,17.1,20.7,0,7755,129.3
0,999,18.6,21.9,0,7771,129.5
0,999,19.7,23,0,7788,129.8
0,999,20.7,23.9,0,7805,130.1
0,999,22.3,25,0,7821,130.4
0,999,23.7,26.1,0,7838,130.6
0,999,24.7,27.1,0,7854,130.9
0,999,26,28.1,0,7871,131.2
0,999,27.5,29.1,0,7887,131.5
0,999,28.7,30.1,0,7904,131.7
0,999,30,31.3,0,7920,132
0,999,31.3,32.9,0,7937,132.3
0,999,32.8,34.2,0,7953,132.6
0,999,33.9,35.5,0,7970,132.8
0,999,35,36.8,0,7986,133.1
0,999,36,38,0,8003,133.4
0,999,37.1,39.6,0,8019,133.7
0,999,38.5,41,0,8036,133.9
0,999,39.8,42.6,0,8052,134.2
0,999,40.9,44.1,0,8069,134.5
0,999,41.5,45.7,0,8085,134.8
0,999,43.3,47.2,0,8102,135
0,999,44.3,49,0,8119,135.3
