Current Step,Time Remaining,Expect,External Temp,Chamber Temp,Time,
0,999,50,49.8,0,15853,264.2
0,999,50,49.8,0,15869,264.5
0,999,50,49.8,0,15886,264.8
0,999,50,49.7,0,15902,265
0,999,50,49.6,0,15919,265.3
0,999,50,49.5,0,15935,265.6
0,999,50,49.4,0,15952,265.9
0,999,50,49.5,0,15968,266.1
0,999,50,49.4,0,15985,266.4
0,999,50,49.1,0,16001,266.7
0,999,50,49.3,0,16018,267
0,999,50,49.3,0,16034,267.2
0,999,50,49.1,0,16051,267.5
0,999,50,49,0,16067,267.8
0,999,50,49,0,16084,268.1
0,999,50,49.1,0,16100,268.3
0,999,50,49.1,0,16117,268.6
0,999,50,49.2,0,16133,268.9
0,999,50,49,0,16150,269.2
0,999,50,49,0,16167,269.5
0,999,50,48.9,0,16183,269.7
0,999,50,48.7,0,16200,270
0,999,50,48.9,0,16216,270.3
0,999,50,48.9,0,16233,270.6
0,999,50,49,0,16249,270.8
0,999,50,48.9,0,16266,271.1
0,999,50,48.9,0,16282,271.4
0,999,50,48.9,0,16299,271.7
0,999,50,48.8,0,16315,271.9
0,999,50,48.8,0,16332,272.2
0,999,50,49,0,16348,272.5
0,999,50,49,0,16365,272.8
0,999,50,49,0,16381,273
0,999,50,48.8,0,16398,273.3
0,999,50,49,0,16414,273.6
0,999,50,49.1,0,16431,273.9
0,999,50,49,0,16447,274.1
0,999,50,48.8,0,16464,274.4
0,999,50,48.4,0,16481,274.7
0,999,50,47.2,0,16497,275
0,999,50,46.2,0,16514,275.2
0,999,50,45.4,0,16530,275.5
0,999,50,44.7,0,16547,275.8
0,999,50,44.3,0,16563,276.1
0,999,50,43.5,0,16580,276.3
0,999,50,42.9,0,16596,276.6
0,999,48.5,42.2,0,16613,276.9
0,999,46.7,41.3,0,16629,277.2
0,999,45.1,40.5,0,16646,277.4
0,999,43.7,40,0,16662,277.7
0,999,42.3,39.6,0,16679,278
0,999,41.1,39,0,16695,278.3
0,999,39.8,38.4,0,16712,278.5
0,999,38.3,37.9,0,16728,278.8
0,999,37,37.8,0,16745,279.1
0,999,35.6,37.5,0,16761,279.4
0,999,34.5,37.1,0,16778,279.6
0,999,33.2,35.1,0,16795,279.9
0,999,32,33.5,0,16811,280.2
0,999,31,31.6,0,16828,280.5
0,999,30,29.7,0,16844,280.7
0,999,29,28,0,16861,281
0,999,28,26.3,0,16877,281.3
0,999,27.2,24.6,0,16894,281.6
0,999,26.3,23.4,0,16910,281.8
0,999,25.4,22,0,16927,282.1
0,999,24.3,20.5,0,16943,282.4
0,999,23.7,19.4,0,16960,282.7
0,999,22.8,18,0,16976,282.9
0,999,22.1,16.5,0,16993,283.2
0,999,21.4,15.4,0,17009,283.5
0,999,20.7,14.7,0,17026,283.8
0,999,20,13.7,0,17042,284
0,999,19.3,12.9,0,17059,284.3
0,999,18.4,12,0,17075,284.6
0,999,17.8,11.6,0,17092,284.9
0,999,17.2,10.9,0,17108,285.1
0,999,16.4,10.4,0,17125,285.4
0,999,15.8,9.6,0,17142,285.7
0,999,15,9.3,0,17158,286
0,999,14.3,8.7,0,17175,286.3
0,999,13.4,8.2,0,17191,286.5
0,999,12.8,7.4,0,17208,286.8
0,999,12.2,7.5,0,17224,287.1
0,999,11.8,7,0,17241,287.4
0,999,11.3,6.5,0,17258,287.6
0,999,10.9,6.1,0,17274,287.9
0,999,10.5,5.6,0,17291,288.2
0,999,10.3,5.3,0,17307,288.5
0,999,10,5.2,0,17324,288.7
0,999,9.2,4.5,0,17340,289
0,999,8.6,4,0,17357,289.3
0,999,8,3.9,0,17373,289.6
0,999,7.3,3.5,0,17390,289.8
0,999,6.8,3.2,0,17406,290.1
0,999,6.3,2.8,0,17423,290.4
0,999,5.9,2.2,0,17439,290.7
0,999,5.4,2.2,0,17456,290.9
0,999,5,1.5,0,17472,291.2
0,999,4.5,1.3,0,17489,291.5
0,999,4.2,1,0,17505,291.8
0,999,3.6,0.3,0,17522,292
0,999,3.3,0,0,17538,292.3
0,999,2.8,-0.3,0,17555,292.6
0,999,2.3,-0.3,0,17571,292.9
0,999,1.9,-1,0,17588,293.1
0,999,1.5,-1.4,0,17605,293.4
0,999,1,-1.7,0,17621,293.7
0,999,0.6,-2.2,0,17638,294
0,999,0.2,-3,0,17654,294.2
0,999,0,-2.8,0,17671,294.5
0,999,-0.2,-3.5,0,17687,294.8
0,999,-0.6,-3.7,0,17704,295.1
0,999,-0.9,-4.3,0,17720,295.3
0,999,-1.1,-4.9,0,17737,295.6
0,999,-1.8,-5.3,0,17753,295.9
0,999,-2.1,-5.3,0,17770,296.2
0,999,-2.4,-5.8,0,17786,296.4
0,999,-2.8,-5.7,0,17803,296.7
0,999,-3.2,-5.8,0,17819,297
0,999,-3.6,-5.8,0,17836,297.3
0,999,-4,-5.8,0,17852,297.5
0,999,-4.4,-5.7,0,17869,297.8
0,999,-4.8,-5.6,0,17885,298.1
0,999,-4.9,-5.4,0,17902,298.4
0,999,-5,-5.4,0,17918,298.6
0,999,-5,-5.6,0,17935,298.9
0,999,-5,-5.5,0,17952,299.2
0,999,-5,-5.2,0,17968,299.5
0,999,-5,-5.2,0,17985,299.8
0,999,-5,-5.3,0,18001,300
0,999,-5,-5.2,0,18018,300.3
0,999,-5,-5.2,0,18034,300.6
0,999,-5,-5.3,0,18051,300.9
0,999,-5,-5.2,0,18067,301.1
0,999,-5,-5.2,0,18084,301.4
0,999,-5,-5.1,0,18100,301.7
0,999,-5,-5.2,0,18117,302
0,999,-5,-5.1,0,18133,302.2
0,999,-5,-4.9,0,18150,302.5
0,999,-5,-5.1,0,18166,302.8
0,999,-5,-5.1,0,18183,303.1
0,999,-5,-5.2,0,18199,303.3
0,999,-5,-4.9,0,18216,303.6
0,999,-5,-4.9,0,18232,303.9
0,999,-5,-5,0,18249,304.2
0,999,-5,-4.8,0,18265,304.4
0,999,-5,-4.9,0,18282,304.7
0,999,-5,-4.9,0,18299,305
0,999,-5,-5,0,18315,305.3
0,999,-5,-5,0,18332,305.5
0,999,-5,-4.9,0,18348,305.8
0,999,-5,-4.9,0,18365,306.1
0,999,-5,-4.9,0,18381,306.4
0,999,-5,-4.9,0,18398,306.6
0,999,-5,-5,0,18414,306.9
0,999,-5,-4.8,0,18431,307.2
0,999,-5,-4.8,0,18447,307.5
0,999,-5,-4.8,0,18464,307.7
0,999,-5,-5,0,18480,308
0,999,-5,-5.3,0,18497,308.3
0,999,-5,-4.9,0,18513,308.6
0,999,-5,-5,0,18530,308.8
0,999,-5,-4.8,0,18546,309.1
0,999,-5,-4.9,0,18563,309.4
0,999,-5,-4.8,0,18579,309.7
0,999,-5,-4.9,0,18596,309.9
0,999,-5,-4.9,0,18613,310.2
0,999,-5,-4.9,0,18629,310.5
0,999,-5,-4.9,0,18646,310.8
0,999,-5,-4.9,0,18662,311
0,999,-5,-4.9,0,18679,311.3
0,999,-5,-4.9,0,18695,311.6
0,999,-5,-4.8,0,18712,311.9
0,999,-5,-5,0,18728,312.1
0,999,-5,-4.9,0,18745,312.4
0,999,-5,-4.9,0,18761,312.7
0,999,-5,-4.9,0,18778,313
0,999,-5,-4.9,0,18794,313.2
0,999,-5,-4.9,0,18811,313.5
0,999,-5,-5,0,18827,313.8
0,999,-5,-4.9,0,18844,314.1
0,999,-5,-5,0,18860,314.3
0,999,-5,-5,0,18877,314.6
0,999,-5,-4.9,0,18893,314.9
0,999,-5,-4.9,0,18910,315.2
0,999,-5,-4.8,0,18926,315.4
0,999,-5,-4.9,0,18943,315.7
0,999,-5,-4.9,0,18960,316
0,999,-5,-4.9,0,18976,316.3
0,999,-5,-5,0,18993,316.6
0,999,-5,-4.9,0,19009,316.8
0,999,-5,-5,0,19026,317.1
0,999,-5,-4.9,0,19042,317.4
0,999,-5,-4.9,0,19059,317.7
0,999,-5,-5,0,19075,317.9
0,999,-5,-5,0,19092,318.2
0,999,-5,-4.9,0,19108,318.5
0,999,-5,-5,0,19125,318.8
0,999,-5,-5,0,19141,319
0,999,-5,-4.9,0,19158,319.3
0,999,-5,-4.9,0,19174,319.6
0,999,-5,-4.9,0,19191,319.9
0,999,-5,-5,0,19207,320.1
0,999,-5,-4.9,0,19224,320.4
0,999,-5,-4.9,0,19241,320.7
0,999,-5,-5,0,19257,321
0,999,-5,-4.9,0,19274,321.2
0,999,-5,-4.9,0,19290,321.5
0,999,-5,-4.9,0,19307,321.8
0,999,-5,-4.8,0,19323,322.1
0,999,-5,-4.8,0,19340,322.3
0,999,-5,-4.9,0,19356,322.6
0,999,-5,-4.9,0,19373,322.9
0,999,-5,-4.8,0,19389,323.2
0,999,-5,-4.9,0,19406,323.4
0,999,-5,-4.9,0,19422,323.7
0,999,-5,-4.9,0,19439,324
0,999,-5,-4.9,0,19455,324.3
0,999,-5,-4.9,0,19472,324.5
0,999,-5,-4.9,0,19488,324.8
0,999,-5,-5.1,0,19505,325.1
0,999,-5,-4.9,0,19521,325.4
0,999,-5,-4.9,0,19538,325.6
0,999,-5,-4.7,0,19554,325.9
0,999,-5,-3.1,0,19571,326.2
0,999,-5,-1.3,0,19588,326.5
0,999,-5,0,0,19604,326.7
0,999,-5,1.3,0,19621,327
0,999,-5,2.8,0,19637,327.3
0,999,-5,4.3,0,19654,327.6
0,999,-5,5.7,0,19670,327.8
0,999,-5,7.2,0,19687,328.1
0,999,-5,8.8,0,19703,328.4
0,999,-5,10.2,0,19720,328.7
0,999,-3.6,11.6,0,19736,328.9
0,999,-2.3,13,0,19753,329.2
0,999,-0.7,14.3,0,19769,329.5
0,999,0.5,15.7,0,19786,329.8
0,999,1.8,16.9,0,19802,330
0,999,3.3,18.1,0,19819,330.3
0,999,4.7,19.2,0,19835,330.6
0,999,6.3,20.3,0,19852,330.9
0,999,7.8,21.3,0,19868,331.1
0,999,9.2,22.4,0,19885,331.4
0,999,10.7,23.4,0,19901,331.7
0,999,11.9,24.4,0,19918,332
0,999,13.2,25.4,0,19935,332.3
0,999,14.5,26.4,0,19951,332.5
0,999,15.8,27.5,0,19968,332.8
0,999,17.1,28.5,0,19984,333.1
0,999,18.6,29.5,0,20001,333.4
0,999,19.7,30.9,0,20017,333.6
0,999,20.7,32.4,0,20034,333.9
0,999,22.3,33.8,0,20050,334.2
0,999,23.7,35,0,20067,334.5
0,999,24.7,36.4,0,20083,334.7
0,999,25.2,37.6,0,20100,335
0,999,26.5,39,0,20116,335.3
0,999,27.7,40.6,0,20133,335.6
0,999,29,42.4,0,20149,335.8
0,999,30.3,43.9,0,20166,336.1
0,999,31.8,45.7,0,20182,336.4
0,999,33.1,47.2,0,20199,336.7
0,999,34.4,48.7,0,20215,336.9
0,999,35.7,50.2,0,20232,337.2
0,999,37.1,50.4,0,20249,337.5
0,999,38.2,50.8,0,20265,337.8
0,999,39.3,50.7,0,20282,338
0,999,40.5,50.8,0,20298,338.3
0,999,41.6,50.8,0,20315,338.6
0,999,42.5,50.8,0,20331,338.9
0,999,43.5,50.8,0,20348,339.1
0,999,44.5,50.7,0,20364,339.4
0,999,45.7,50.6,0,20381,339.7
0,999,47,50.4,0,20397,340
0,999,48.1,50.3,0,20414,340.2
0,999,49.1,50.2,0,20430,340.5
0,999,50,50.2,0,20447,340.8
0,999,50,50.1,0,20463,341.1
0,999,50,49.8,0,20480,341.3
0,999,50,49.8,0,20496,341.6
0,999,50,49.7,0,20513,341.9
0,999,50,49.7,0,20529,342.2
0,999,50,49.6,0,20546,342.4
0,999,50,49.5,0,20563,342.7
0,999,50,49.4,0,20579,343
0,999,50,49.4,0,20596,343.3
0,999,50,49.4,0,20612,343.5
0,999,50,49.4,0,20629,343.8
0,999,50,49.3,0,20645,344.1
0,999,50,49.2,0,20662,344.4
0,999,50,49.2,0,20678,344.6
0,999,50,49.1,0,20695,344.9
0,999,50,49.1,0,20711,345.2
0,999,50,49.2,0,20728,345.5
0,999,50,49.3,0,20744,345.7
0,999,50,49.2,0,20761,346
0,999,50,49.1,0,20777,346.3
0,999,50,49,0,20794,346.6
0,999,50,49,0,20810,346.8
0,999,50,49.1,0,20827,347.1
0,999,50,49.2,0,20843,347.4
0,999,50,49,0,20860,347.7
0,999,50,49.1,0,20876,347.9
0,999,50,49.1,0,20893,348.2
0,999,50,48.8,0,20910,348.5
0,999,50,48.8,0,20926,348.8
0,999,50,48.9,0,20943,349.1
0,999,50,49.1,0,20959,349.3
0,999,50,49,0,20976,349.6
0,999,50,48.9,0,20992,349.9
0,999,50,48.9,0,21009,350.2
0,999,50,48.9,0,21025,350.4
0,999,50,49.1,0,21042,350.7
0,999,50,48.8,0,21058,351
0,999,50,48.8,0,21075,351.3
0,999,50,48.8,0,21091,351.5
0,999,50,48.8,0,21108,351.8
0,999,50,48.8,0,21124,352.1
0,999,50,48.8,0,21141,352.4
0,999,50,48.8,0,21157,352.6
0,999,50,49.1,0,21174,352.9
0,999,50,49.1,0,21190,353.2
0,999,50,48.6,0,21207,353.5
0,999,50,48.8,0,21224,353.7
0,999,50,48.9,0,21240,354
0,999,50,48.8,0,21257,354.3
0,999,50,48.8,0,21273,354.6
0,999,50,48.8,0,21290,354.8
0,999,50,48.8,0,21306,355.1
0,999,50,48.9,0,21323,355.4
0,999,50,48.9,0,21339,355.7
0,999,50,48.8,0,21356,355.9
0,999,50,48.9,0,21372,356.2
0,999,50,48.8,0,21389,356.5
0,999,50,48.8,0,21405,356.8
0,999,50,48.9,0,21422,357
0,999,50,48.9,0,21438,357.3
0,999,50,48.9,0,21455,357.6
0,999,50,48.9,0,21471,357.9
0,999,50,48.9,0,21488,358.1
0,999,50,48.9,0,21504,358.4
0,999,50,48.9,0,21521,358.7
0,999,50,49,0,21537,359
0,999,50,48.9,0,21554,359.2
0,999,50,48.8,0,21571,359.5
0,999,50,48.6,0,21587,359.8
0,999,50,48.7,0,21604,360.1
0,999,50,48.9,0,21620,360.3
0,999,50,48.8,0,21637,360.6
0,999,50,48.8,0,21653,360.9
0,999,50,48.8,0,21670,361.2
0,999,50,48.9,0,21686,361.4
0,999,50,48.8,0,21703,361.7
0,999,50,48.8,0,21719,362
0,999,50,48.7,0,21736,362.3
0,999,50,48.8,0,21752,362.5
0,999,50,48.9,0,21769,362.8
0,999,50,49,0,21785,363.1
0,999,50,48.7,0,21802,363.4
0,999,50,48.6,0,21818,363.6
0,999,50,48.7,0,21835,363.9
0,999,50,48.8,0,21851,364.2
0,999,50,48.8,0,21868,364.5
0,999,50,48.7,0,21884,364.7
0,999,50,48.7,0,21901,365
0,999,50,49,0,21918,365.3
0,999,50,48.9,0,21934,365.6
0,999,50,48.9,0,21951,365.9
0,999,50,48.9,0,21967,366.1
0,999,50,48.3,0,21984,366.4
0,999,50,47.2,0,22000,366.7
0,999,50,46.2,0,22017,367
0,999,50,45.6,0,22033,367.2
0,999,50,45,0,22050,367.5
0,999,50,44.5,0,22066,367.8
0,999,50,43.6,0,22083,368.1
0,999,50,43,0,22099,368.3
0,999,50,42.1,0,22116,368.6
0,999,50,41.6,0,22132,368.9
0,999,50,40.8,0,22149,369.2
0,999,50,40.2,0,22165,369.4
0,999,50,39.9,0,22182,369.7
0,999,49.1,39.4,0,22198,370
0,999,48.5,38.9,0,22215,370.3
0,999,47.5,38.3,0,22232,370.5
0,999,46.9,37.9,0,22248,370.8
0,999,45.9,37.5,0,22265,371.1
0,999,45.2,36.8,0,22281,371.4
0,999,44.5,36.6,0,22298,371.6
0,999,43.8,36.2,0,22314,371.9
0,999,43,35.8,0,22331,372.2
0,999,42.2,35.4,0,22347,372.5
0,999,41.5,35,0,22364,372.7
0,999,40.9,34.7,0,22380,373
0,999,40.5,34.1,0,22397,373.3
0,999,39.9,33.6,0,22413,373.6
0,999,39,33.2,0,22430,373.8
0,999,38.3,32.9,0,22446,374.1
0,999,37.8,32.1,0,22463,374.4
0,999,37.3,31.9,0,22479,374.7
0,999,36.8,31.6,0,22496,374.9
0,999,35.9,31,0,22512,375.2
0,999,35.2,30.8,0,22529,375.5
0,999,34.7,30.3,0,22546,375.8
0,999,34.1,30.1,0,22562,376
0,999,33.2,29.6,0,22579,376.3
0,999,32.7,29,0,22595,376.6
0,999,31.9,28.9,0,22612,376.9
0,999,31,28.4,0,22628,377.1
0,999,30.6,28.1,0,22645,377.4
0,999,29.8,27.6,0,22661,377.7
0,999,29.2,27.5,0,22678,378
0,999,28.5,26.7,0,22694,378.2
0,999,28.1,26.5,0,22711,378.5
0,999,27.2,26,0,22727,378.8
0,999,26.8,26,0,22744,379.1
0,999,26.2,25.7,0,22760,379.3
0,999,25.6,25.6,0,22777,379.6
0,999,25.3,25.3,0,22793,379.9
0,999,25.2,25.2,0,22810,380.2
0,999,25,25,0,22826,380.4
0,999,25,24.7,0,22843,380.7
0,999,25,24.5,0,22860,381
0,999,25,24.5,0,22876,381.3
0,999,25,24.1,0,22893,381.6
0,999,25,24.1,0,22909,381.8
0,999,25,24,0,22926,382.1
0,999,25,24,0,22942,382.4
0,999,25,24.3,0,22959,382.7
0,999,25,24.2,0,22975,382.9
0,999,25,24.1,0,22992,383.2
0,999,25,24.1,0,23008,383.5
0,999,25,24.1,0,23025,383.8
0,999,25,24.2,0,23041,384
0,999,25,24.2,0,23058,384.3
0,999,25,24.2,0,23074,384.6
0,999,25,24.2,0,23091,384.9
0,999,25,24.2,0,23107,385.1
0,999,25,24,0,23124,385.4
0,999,25,24,0,23140,385.7
0,999,25,24.3,0,23157,386
0,999,25,24.3,0,23173,386.2
0,999,25,24.3,0,23190,386.5
0,999,25,24.3,0,23207,386.8
0,999,25,24.3,0,23223,387.1
0,999,25,24.3,0,23240,387.3
0,999,25,24.3,0,23256,387.6
0,999,25,24.3,0,23273,387.9
0,999,25,24.3,0,23289,388.2
0,999,25,24.3,0,23306,388.4
0,999,25,24.3,0,23322,388.7
0,999,25,24.3,0,23339,389
0,999,25,24.3,0,23355,389.3
0,999,25,24.3,0,23372,389.5
0,999,25,24.3,0,23388,389.8
0,999,25,24.3,0,23405,390.1
0,999,25,24.3,0,23421,390.4
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
,,25,,,,
